user_id,name,email,join_date,transaction_id,amount,timestamp,transaction_type
1d10b266-b7b2-4258-88b3-3957de0461ea,Angela Smith,nfischer@yahoo.com,2023-02-06,8b266b46-9ec7-4010-83e4-004b3bef400f,865.48,2023-06-11 06:12:30,In-Store
bf04c0b9-8a09-49e4-b4a5-0b2915bc5143,Mr. John Powell,rebeccabarnes@yahoo.com,2022-05-04,98ae73d5-6918-4790-9d63-eedf8ad43a0b,416.5,2023-08-30 09:26:00,Subscription
616735b6-b8db-4517-bb3f-8171ec2a6166,Susan Chase,riverschristopher@davis.net,2022-01-01,483b1462-9efe-4e9e-a659-da11640c3201,473.42,2023-11-22 01:09:00,Online
a6266c94-16ee-4914-a587-a3d43a81f913,Sally Smith,mswanson@mitchell-cooper.com,2021-07-20,9954f0e8-487a-4bb8-9596-41d2dbfec7b4,307.0,2023-05-20 04:46:00,In-Store
ccac9e39-e865-4a9f-acc3-1cf90c862ede,Albert Cordova,uhicks@macias-patterson.com,2023-09-26,ee42937c-7f14-4782-82b9-dfa0f14773e5,183.0,2023-11-05 23:21:00,Subscription
d7be528d-0e2c-4410-ba87-306c4a04fcab,Shawn Anderson,angelaclark@calderon.info,2023-08-23,a0b4e7d0-c7d4-4ee4-84ad-acdb8379f8ec,689.8,2023-06-16 05:13:00,Online
43720d9b-c242-4c83-ae28-9004770a7044,Corey Hickman,william65@hess-walker.com,2022-11-04,44bc6f22-54ac-4498-9945-6e686f763726,37.6,2023-11-05 16:35:00,In-Store
aa7c68aa-2e5b-4255-98b8-2ee5048d40eb,Jeffrey Mosley,jordanstephanie@bryan-gaines.com,2021-11-07,eddad204-f1d9-40cd-8f0b-fb8208a9b057,560.8,2023-06-12 19:49:00,In-Store
95af9858-5249-4e5f-b409-1fd058f6042f,Jason Smith,duane30@griffin-rodriguez.net,2022-08-07,a2f211e9-7cfd-4768-b4ec-e86cceee1555,495.8,2023-11-21 04:36:55,Online
19a5870d-e88b-4825-a322-7c991ee1ffe5,Jason Peters,braundaniel@webb.net,2024-01-17,ad2a3f5e-975a-4787-a121-3708d3a618c6,118.0,2023-05-05 10:26:00,Subscription
a080556c-bdff-4348-b1a3-23c04474ea48,Crystal Edwards,tinareynolds@ponce.org,2021-06-17,69151b26-b344-4992-bd83-251d7f1da8ff,677.0,2023-10-17 07:47:00,Subscription
af4a4221-b5cc-4fdb-942d-7ae5bb070e8b,Carla Davis,usoto@gmail.com,2023-11-26,1054711e-c553-459c-b3d2-6329216498c3,461.17,2023-05-28 01:40:52,In-Store
e554e9cf-d413-4fe2-9700-708f083554a8,Brenda Owen,sean76@hotmail.com,2023-11-13,f663a6e1-5d30-4ebe-a844-644e2ea22299,510.39,2023-04-06 22:37:00,Online
14912fde-c8ed-4182-8043-2fe46903c9b5,Kayla Kerr,williamsjacob@lewis-moss.net,2022-11-29,f00acc90-91cb-48d9-bad0-cf4e0daa35b4,926.8,2024-02-11 19:25:00,Online
54d72bf0-c461-46ff-b7c1-d371413796a3,Mary Graves,joseph31@shah.com,2022-12-08,7960c49e-6999-4aa4-b701-5d822d51f558,892.62,2023-11-07 10:38:00,Subscription
790cbc7f-ccc7-4265-a4f7-cd06be1d66b9,Wendy Durham,walter09@bradley.org,2022-05-08,2e2d88fb-64bb-45c7-a738-d5bb03c2e769,0.69,2024-03-27 17:31:00,Subscription
f95929de-8ca1-4f99-8680-c06287e20eee,Jennifer Duran,stevencarroll@jones.net,2022-09-12,d384bae7-9fba-48a2-811d-a754b4708a1c,491.04,2024-04-09 05:07:18,In-Store
d65782b5-61f1-43a2-a53a-253990c1652a,Tiffany Foster,mary06@villa-oconnor.com,2022-05-14,6547e3ac-c3b1-4bf6-b016-e3d9290a06ea,344.92,2024-01-02 04:22:00,Online
8af36546-8f27-4d5c-a1d3-0672e6f8de3f,Amanda Castillo,david53@smith.net,2022-10-14,f2d4ec7d-8d0a-4a0e-b33a-23505f7fc3be,653.68,2023-12-27 06:31:00,In-Store
ad7c741e-b0d7-4d03-98c7-2b6bb68d5b6e,Martha Rodgers,greghamilton@hogan-smith.info,2021-05-20,bbb21540-fad2-4930-b14b-006bf6f1442f,314.58,2023-05-14 05:12:26,Subscription
c6324f78-6cdc-42a6-b41e-7bb0ce9f1c89,Travis Long,fpowers@yahoo.com,2022-02-05,3888c184-8dc7-4c44-b91a-01d09efd3355,733.2,2024-01-26 11:54:00,Subscription
f88cb780-8c0d-4c92-93e1-b767e1c43aec,Vickie Medina,kmiranda@gmail.com,2023-10-28,7c5ed845-5aad-4c49-ba29-14ace18d546d,510.11,2023-11-01 05:58:30,In-Store
0015cf11-5342-479c-b54b-a10ec660ad83,Mark Phillips,knightsamantha@hotmail.com,2023-06-09,d5fcf1f7-19d2-4a92-a945-c8afd9a74a63,656.2,2023-10-16 00:19:00,In-Store
901b7f88-b4bd-4d40-b7a5-652472027531,Bruce Higgins,karensheppard@kirby.biz,2023-08-28,c784ed3a-ba65-45c8-865d-718d42ba6e80,214.5,2023-07-09 23:06:00,In-Store
9c530179-a4be-4699-accf-720d6fc0f181,Jennifer Oconnell,michelleayala@hotmail.com,2021-06-17,50d73522-0f32-4503-9bdd-597b2e36d1de,866.4,2024-03-23 00:31:00,In-Store
